word,freq,rank,Syllable,Contraction,Comments
natashas,1,8222,3,,
neath,1,8230,1,,
necking,1,8235,2,,
neighed,1,8238,1,,
nellar,1,8239,2,,
nese,1,8241,1,,sublist
newstand,1,8250,2,,
nightdress,1,8256,2,,
nightgown,1,8257,2,,
nightie,1,8258,2,,
nighty,1,8261,2,,
ninas,1,8263,2,,
nink,1,8266,1,,
nitch,1,8268,1,,
nn,1,8270,1,,sublist
nnnno,1,8271,1,,
noahs,1,8272,2,,
nob,1,8273,1,,
nobodys,1,8275,3,,
noggin,1,8277,2,,
noodlepuss,1,8281,3,,
noooo,1,8282,1,,
nooth,1,8283,1,,
nory,1,8287,2,,
nougat,1,8294,2,,
nupboards,1,8298,2,,
nupp,1,8299,1,,
nureau,1,8300,2,,
o1,1,8302,,,
oddish,1,8310,2,,
oer,1,8311,2,,
ohhhh,1,8315,1,,
ome,1,8320,1,,sublist
onwhite,1,8323,2,,
oof,1,8325,1,,
oom,1,8326,1,,
ooooh,1,8327,1,,
ooooooooooooooooooooo,1,8328,1,,sublist
oooops,1,8329,1,,
oopsie,1,8331,2,,
oozy,1,8333,2,,
ope,1,8335,1,,
openin,1,8337,3,,
ouach,1,8352,1,,sublist
ourchestra,1,8353,3,,sublist
ourtree,1,8354,2,,
ovaltine,1,8366,3,,
overdressed,1,8371,3,,
pantloads,1,8397,2,,
patpuppop,1,8410,3,,
pattering,1,8413,3,,
pawberry,1,8418,3,,
peared,1,8422,1,,
peelings,1,8429,2,,
pendix,1,8435,2,,
pickety,1,8456,3,,
picklepuss,1,8457,3,,
piggledy,1,8458,3,,
pincushion,1,8464,3,,
pinheaded,1,8467,3,,
pinkatastic,1,8468,4,,
pinkerrific,1,8469,4,,
pirouetting,1,8475,4,,
pitter,1,8480,2,,
pitty,1,8482,2,,
pjs,1,8484,2,,
plaggle,1,8486,2,,
plaidest,1,8487,2,,
plateful,1,8488,2,,
playfellows,1,8491,3,,
playtime,1,8496,2,,
pokers,1,8514,2,,
poofy,1,8522,2,,
pooooooo,1,8524,1,,
poppety,1,8527,3,,
porringer,1,8531,3,,
posies,1,8535,2,,
pourin,1,8545,2,,
pp,1,8551,"1, 2",,sublist
prettily,1,8564,3,,
prickle,1,8569,2,,
prithee,1,8577,2,,sublist
pumper,1,8611,2,,
qq,1,8623,2,,
qrs,1,8624,,,?
quackberry,1,8626,3,,
quackers,1,8627,2,,
quakin,1,8630,2,,
quickberry,1,8637,3,,
quickquickquick,1,8638,3,,
quimney,1,8641,2,,
quivered,1,8644,2,,
qunicy,1,8646,3,,
quoth,1,8647,1,,
raaaaa,1,8648,1,,
raaahhhrrr,1,8649,1,,
raaahhrrrr,1,8650,1,,
rajas,1,8667,2,,sublist
rapunzels,1,8680,3,,
razzamatazzberry,1,8685,6,,
reproachfully,1,8729,4,,
resturant,1,8744,3,,
returnin,1,8750,3,,
rff,1,8756,1,,
rhinoceroses,1,8758,5,,
rhinocerous,1,8759,4,,
rhinologist,1,8760,4,,
rime,1,8773,1,,
ringy,1,8775,2,,
ripenin,1,8780,3,,
rippulous,1,8783,3,,
roarin,1,8791,2,,
rockn,1,8795,2,,
romps,1,8801,1,,
roo,1,8802,1,,
rooaaar,1,8803,1,,
roofine,1,8804,2,,
rosys,1,8811,2,,
rr,1,8818,1,,
rrowf,1,8819,1,,
rrowff,1,8820,1,,
rrrr,1,8821,1,,
rs,1,8822,"1, 2",,sublist
rubys,1,8825,2,,
ruffians,1,8827,3,,sublist
rumpus,1,8832,2,,
runnin,1,8834,2,,
rustled,1,8838,2,,
ryokan,1,8840,3,,
sackful,1,8841,2,,
sadies,1,8844,2,,
saleslady,1,8851,3,,
salomé,1,8854,3,,
saltshaker,1,8855,3,,
sandbank,1,8861,2,,
sandcastles,1,8863,3,,
sandras,1,8864,2,,
sapphires,1,8866,2,,
satsuma,1,8870,3,,
saurs,1,8875,1,,
sawdusty,1,8877,3,,
sayin,1,8880,2,,
sayonara,1,8881,4,,
scampers,1,8883,2,,
scarer,1,8886,2,,
scariness,1,8889,3,,
scarrys,1,8892,2,,
scepter,1,8893,2,,
schloppity,1,8894,3,,
schwooosshhhh,1,8898,1,,
scissorscheck,1,8900,3,,
scooty,1,8904,2,,
scr,1,8911,1,,
scritch,1,8922,1,,
scrumptious,1,8923,2,,
scuttered,1,8929,2,,
scuttles,1,8931,2,,
seehemewe,1,8940,3,,
semicircle,1,8944,4,,
sempsters,1,8945,2,,
sharpish,1,8971,2,,
shepherdess,1,8979,3,,
shhhh,1,8980,1,,
shhhhhhhhhh,1,8981,1,,
shinin,1,8987,2,,
shnortles,1,8992,2,,
shoeberry,1,8995,3,,
shoeing,1,8996,2,,
shoreditch,1,8999,2,,
shoreside,1,9000,2,,
shortish,1,9001,2,,
shouldnts,1,9004,,TRUE,
shrimps,1,9010,1,,
sidecar,1,9018,2,,
sightless,1,9023,2,,
silking,1,9026,2,,
sillyhead,1,9029,3,,
silvereyes,1,9032,3,,
sinnin,1,9035,2,,
skakagrall,1,9040,3,,
skeltering,1,9044,3,,
skidder,1,9046,2,,
skitter,1,9057,2,,
slatherum,1,9062,2,,
sleepover,1,9066,3,,
sleepyhead,1,9067,3,,
sleighs,1,9069,1,,
slishity,1,9074,3,,
slitherum,1,9075,3,,
sloooow,1,9076,1,,
slooowwww,1,9077,1,,
slunk,1,9084,1,,
slupp,1,9085,1,,
slupps,1,9086,1,,
slurped,1,9087,1,,
slurps,1,9088,1,,
slurpy,1,9089,2,,
smacker,1,9092,2,,
smeary,1,9097,2,,
smogged,1,9099,1,,
smogulous,1,9100,3,,
smooching,1,9103,2,,
smooooooooch,1,9104,1,,
smuggered,1,9105,2,,
snackers,1,9106,2,,
snaked,1,9107,1,,
snakin,1,9108,2,,
snarfing,1,9111,2,,
snarggled,1,9112,2,,
snergelly,1,9118,3,,
snickerdoodles,1,9119,4,,
snipped,1,9124,1,,
snoot,1,9126,1,,
snowbanks,1,9129,2,,
snowplowing,1,9131,3,,
snowsuit,1,9134,2,,
snuffle,1,9136,2,,
snuffled,1,9137,2,,
snuffles,1,9138,2,,
snurp,1,9140,1,,
snuvv,1,9141,1,,
soapiest,1,9144,3,,
sodor,1,9150,2,,
sody,1,9151,2,,
softy,1,9154,2,,
somebodys,1,9158,3,,
soooo,1,9165,1,,
soppy,1,9167,2,,
spendid,1,9187,2,,
spinnin,1,9196,2,,
splashin,1,9200,2,,
splashity,1,9201,3,,
splishes,1,9205,2,,
spotlessly,1,9209,3,,
squalled,1,9227,1,,
squasher,1,9228,2,,
squawked,1,9230,1,,
squeakin,1,9231,2,,
squeezin,1,9232,2,,
squeezy,1,9234,2,,
squelchy,1,9235,2,,
squirmed,1,9238,1,,
squirmy,1,9239,2,,
squirtin,1,9241,2,,
squish,1,9242,1,,
squizzly,1,9244,2,,
sropped,1,9245,1,,
ss,1,9246,1,,sublist
sss,1,9247,"1, 2",,sublist
starberry,1,9256,3,,
starfruit,1,9258,2,,
starlings,1,9259,2,,
stayin,1,9262,2,,
steprelatives,1,9272,4,,
stickcheck,1,9278,2,,
stingray,1,9281,2,,
stockins,1,9289,2,,
stomachaches,1,9291,3,,
straightway,1,9299,2,,
stringless,1,9313,2,,
stripey,1,9315,2,,
stroppy,1,9319,2,,
stuttered,1,9333,2,,
subtropical,1,9338,4,,
suddenlycrunch,1,9344,4,,
sugarcoat,1,9349,3,,
sunbeams,1,9355,2,,
sunniest,1,9360,3,,
suprise,1,9369,2,,
swampland,1,9383,2,,
swamplands,1,9384,2,,
swampville,1,9385,2,,
swash,1,9386,1,,
swiii,1,9401,1,,sublist
swimmin,1,9402,2,,
swishity,1,9405,3,,
switchbacking,1,9407,3,,
switchman,1,9408,2,,
swizzled,1,9409,2,,
tablespoonful,1,9416,4,,
taight,1,9420,1,,
tallchiefs,1,9426,2,,
tallulahs,1,9427,3,,
tappity,1,9437,3,,
tarries,1,9438,2,,
tasteys,1,9441,2,,
tastiest,1,9443,3,,
tatami,1,9444,3,,
teacups,1,9450,2,,
teardrop,1,9453,2,,
teddies,1,9456,2,,
tellar,1,9460,2,,
terance,1,9468,2,,
that_,1,9477,,,_?
thatll,1,9478,,TRUE,
thenbam,1,9479,2,,
thens,1,9480,1,,
thered,1,9481,,TRUE,
therell,1,9482,,TRUE,
theys,1,9484,1,,
thornbushes,1,9492,3,,
threescore,1,9499,2,,
threshing,1,9500,2,,
thumby,1,9506,2,,
thwump,1,9512,1,,
tigerish,1,9516,3,,
tingled,1,9521,2,,
tininess,1,9522,3,,
tippytoes,1,9526,3,,
tlc,1,9532,3,,
toadstool,1,9533,2,,
toasty,1,9535,2,,
tomater,1,9540,3,,
tommys,1,9543,2,,
tonights,1,9545,2,,sublist
toothache,1,9548,2,,
toowhit,1,9552,2,,
tophopstop,1,9553,3,,stress?
toupée,1,9560,2,,
tra,1,9563,1,,
trackberry,1,9566,3,,
trainberry,1,9570,3,,
trashman,1,9575,2,,
treaded,1,9578,2,,
trenchers,1,9584,2,,
trike,1,9588,1,,
triplane,1,9592,2,,
trousies,1,9597,2,,
truckdonald,1,9600,3,,
truckdrivers,1,9601,3,,
tt,1,9606,"1, 2",,sublist
tuffet,1,9612,2,,
tummys,1,9615,2,,
turffula,1,9619,3,,
tuv,1,9621,1,,
twee,1,9624,1,,
twerp,1,9626,1,,
twiddlin,1,9627,2,,
twitchett,1,9634,2,,
twitters,1,9636,2,,
tzu,1,9638,1,,
ubbs,1,9639,1,,
uestion,1,9640,2,,
ugggh,1,9641,1,,
ughs,1,9642,1,,
ultimatium,1,9646,5,,
unclenched,1,9655,2,,
uncombed,1,9656,2,,
undertakers,1,9663,4,,
undies,1,9664,2,,
uneventfully,1,9665,5,,
unheedin,1,9670,3,,
unlatched,1,9674,2,,
unlight,1,9675,2,,
unselfishly,1,9679,4,,
unselfishness,1,9680,4,,
upmmmmmmmmmmffffffffff,1,9686,2,,?
uppercase,1,9687,3,,
upturned,1,9689,2,,
uu,1,9695,1,,sublist
vinn,1,9730,1,,
vipp,1,9733,1,,
vladimirs,1,9738,3,,
voilà,1,9739,2,,
vroomy,1,9742,2,,
vug,1,9743,1,,
vv,1,9745,"1, 2",,sublist
waddles,1,9747,2,,
wainscot,1,9754,2,,
waitthere,1,9756,2,,
walkin,1,9758,2,,
walky,1,9759,2,,
walloped,1,9760,2,,
warthogs,1,9769,2,,
wasket,1,9771,2,,
waterpipe,1,9777,3,,
weirdish,1,9792,2,,
wellar,1,9793,2,,
welshman,1,9794,2,,
werriweather,1,9795,4,,
whaa,1,9798,1,,
whaaat,1,9799,1,,
wharves,1,9801,1,,
whatcha,1,9802,2,,
whee,1,9803,1,,
wheeeee,1,9804,1,,
wheelies,1,9806,2,,
whhoossshhhhhhhh,1,9809,1,,
whiffed,1,9810,1,,
whiney,1,9812,2,,
whirly,1,9814,2,,
whiskery,1,9815,3,,
whitechapel,1,9817,3,,
whoevers,1,9819,3,,
whooooo,1,9820,1,,
whoooooo,1,9821,1,,
whove,1,9825,,TRUE,
winfreys,1,9838,2,,
wingspans,1,9839,2,,
witchs,1,9850,2,,
woedom,1,9855,2,,
wolfwagon,1,9857,3,,
wome,1,9858,1,,sublist
womens,1,9859,2,,
wonts,1,9861,,TRUE,
woodbines,1,9862,2,,
wooeeee,1,9866,1,,
wooshee,1,9869,2,,
workin,1,9871,2,,
woset,1,9875,2,,
wriggled,1,9880,2,,
wriggles,1,9881,2,,
wuddled,1,9885,2,,
wumby,1,9886,2,,
wun,1,9887,1,,
ww,1,9888,1,,
xx,1,9889,1,,
yall,1,9893,1,,
yawing,1,9898,2,,
yeps,1,9902,1,,
yerbeys,1,9903,2,,
yessss,1,9904,1,,
yipp,1,9908,1,,
yippetty,1,9910,3,,
yipping,1,9911,2,,
yodeled,1,9912,2,,
yop,1,9915,1,,
yorgenson,1,9916,3,,
yot,1,9917,1,,
yottle,1,9918,2,,
yowl,1,9923,1,,
yummier,1,9926,3,,
yums,1,9927,1,,
yy,1,9928,1,,
zable,1,9929,2,,
zall,1,9930,1,,
zamp,1,9931,1,,
zazzer,1,9932,2,,
zeds,1,9933,1,,
zeep,1,9934,1,,
zelf,1,9935,1,,
zellar,1,9936,2,,
zillow,1,9938,2,,
zizzer,1,9939,2,,
zlock,1,9940,1,,
zong,1,9942,1,,
zood,1,9943,1,,
zoomberry,1,9944,3,,
zooom,1,9946,1,,
zower,1,9947,2,,
zuma,1,9948,2,,
zump,1,9949,1,,
zuzz,1,9950,1,,
zwoop,1,9951,1,,
zz,1,9952,1,,
zzz,1,9953,1,,
zzzz,1,9954,1,,
zzzzzzz,1,9955,1,,
zzzzzzzzz,1,9956,1,,
zzzzzzzzzzzzzzzzzz,1,9957,1,,
zzzzzzzzzzzzzzzzzzz,1,9958,1,,
