word,freq,freq_scaled
bail,2585,0.4514344644064732
green,90775,0.6558894413369498
moose,55,0.2302326100726791
pride,8229,0.517961330095658
rage,6291,0.5025326923715935
scrub,877,0.38932946673339824
skit,807,0.3845503498151558
yet,159996,0.6884516855141257
game,197273,0.7004845902076211
svelte,85,0.2552428628080488
weight,33960,0.5994017923852463
can,1625075,0.8216365499364195
trait,2085,0.4390845975702938
sewn,561,0.36366034411125503
vest,1240,0.40922880783964444
night,97526,0.6600108249754695
cent,6307,0.5026786275495146
trust,29360,0.5910395247239193
steel,18416,0.5642427602957114
strewn,349,0.33639041938902864
phage,2,0.03982326329463344
mass,33837,0.5991933257816283
glue,5285,0.49252168586375633
suck,13816,0.5477312488002808
roll,260269,0.716406328017935
dig,8931,0.5226646406534635
spleen,19537,0.5676376621503298
pick,45299,0.6159540427944138
pause,4819,0.4872184350113783
spat,690,0.3755513949525242
mince,278,0.3233227280126819
feat,1609,0.4241953541257447
lull,479,0.35458163108705865
roach,810,0.3847635330818964
rapt,134,0.2813947302949631
pill,2807,0.456168047968696
calm,6302,0.5026330626137714
pair,23221,0.5775624616596504
bolt,7297,0.5110554318903117
fall,46061,0.616912450576067
brunt,539,0.3613619246439433
jute,2,0.03982326329463344
sheath,894,0.39043249103166666
bait,4291,0.4805512282532514
bass,17077,0.559905800373619
dive,55,0.2302326100726791
does,260269,0.716406328017935
dance,260269,0.716406328017935
search,78525,0.6475606850935193
rot,2379,0.44666327870487127
chick,3180,0.4633361438342989
rang,260269,0.716406328017935
boom,4286,0.4804842434905426
gilt,376,0.34067164421769447
hinge,957,0.39434489142640294
hair,42605,0.6124314182390549
gush,445,0.35035159132114085
math,18406,0.5642115545894058
drug,37441,0.6050082113099122
wit,55,0.2302326100726791
hoop,1281,0.41109772772600445
fiend,1084,0.4015040758495714
punk,6663,0.505833345244068
lurk,1852,0.4322762816551644
serge,914,0.39170362306875023
days,260269,0.716406328017935
taut,545,0.36199794026610843
crop,4788,0.48684765459291196
creek,55,0.2302326100726791
line,239806,0.7117017777232479
wrest,152,0.28863612570828173
sut,260269,0.716406328017935
dune,2293,0.4445479100934533
lard,604,0.36790342435653206
mark,103561,0.6634603960837923
shut,19702,0.5681208432666278
next,188011,0.6977217939317703
bronze,5286,0.4925325557577377
troop,2301,0.44474800720287305
such,371017,0.7367752026698837
punch,9483,0.5261102216198323
while,284230,0.7214660866955261
trot,866,0.3886042923678667
yon,281,0.32393940110095415
use,677373,0.7713603205811037
char,19945,0.5688251190589111
farce,2076,0.43883606297449734
pound,7613,0.5134910873640017
post,275953,0.7197681714125967
dwelt,172,0.29573809662215805
natch,260269,0.716406328017935
clang,277,0.32311569058334627
face,77708,0.6469597955827803
brow,55,0.2302326100726791
room,85140,0.6522074646515156
pram,933,0.39288569363975473
box,171532,0.6924516099392845
fad,1100,0.40234589053585196
fifth,8865,0.5222384882821357
guilt,5018,0.4895432641444046
loose,25761,0.5835263336435236
ram,65792,0.6373962006175965
bard,1204,0.40753613084474316
flux,5582,0.4956628912223782
hold,71052,0.6418151129646575
flesh,11268,0.5360188878048165
mere,9456,0.5259464086084241
fore,1704,0.42749116759768807
coil,3386,0.4669423477141889
skeet,183,0.2992996935034194
stunk,259,0.3192554672231411
prize,8219,0.5178914701351204
bench,5362,0.49335270767527784
cyst,308,0.329210417010625
storm,19848,0.5685450228102544
tryst,108,0.2690016635242846
bar,31563,0.5951963712865121
stride,906,0.39119854004023785
strength,25723,0.5834415225283729
leap,6092,0.5006859514439009
world,295525,0.7237050040803239
speak,260269,0.716406328017935
pane,55,0.2302326100726791
gun,47276,0.6184083016316596
kit,24868,0.5814994046636431
rack,11657,0.5379688371224641
mouch,55,0.2302326100726791
shed,6229,0.5019636661359611
fair,45323,0.6159844739881514
shove,2257,0.4436387475256361
thing,243606,0.7126050454533326
squall,199,0.3041153129461899
board,79619,0.6483555858500015
mask,12363,0.5413471369181122
plough,308,0.329210417010625
vein,2171,0.44140678533036115
wrath,5645,0.4963076878614565
meant,36603,0.6037077001900475
snap,8367,0.5189168220839139
cad,8112,0.5171386025597767
hank,2,0.03982326329463344
